rung,fold,lambda,lambda_label,is_selected,block,design_columns,block_l2_norm,block_l2_norm_per_column
B4,4,0.01,lam=0.01,False,phase1_backbone,88,8.7638603988560142,0.93423065753833401
B4,4,0.01,lam=0.01,False,C_context,20,0.82147351457062068,0.18368706202955717
B4,4,0.01,lam=0.01,False,X_prior_composite,9,1.2704998851069422,0.42349996170231408
B4,4,0.029999999999999999,lam=0.03,False,phase1_backbone,88,7.3074577986588531,0.77897761870622972
B4,4,0.029999999999999999,lam=0.03,False,C_context,20,0.80315816435167642,0.17959162521742966
B4,4,0.029999999999999999,lam=0.03,False,X_prior_composite,9,1.2590594063965079,0.41968646879883598
B4,4,0.10000000000000001,lam=0.1,False,phase1_backbone,88,5.7288925428530089,0.61070199703028805
B4,4,0.10000000000000001,lam=0.1,False,C_context,20,0.74895715793593465,0.1674719117379796
B4,4,0.10000000000000001,lam=0.1,False,X_prior_composite,9,1.2233062442114393,0.40776874807047975
B4,4,0.29999999999999999,lam=0.3,False,phase1_backbone,88,4.2611678465664431,0.45424201869972974
B4,4,0.29999999999999999,lam=0.3,False,C_context,20,0.64332553483525701,0.14385196275530435
B4,4,0.29999999999999999,lam=0.3,False,X_prior_composite,9,1.1400438139916904,0.3800146046638968
B4,4,1,lam=1,False,phase1_backbone,88,2.7579783493636549,0.2940014798887976
B4,4,1,lam=1,False,C_context,20,0.47597242007527879,0.10643066867034089
B4,4,1,lam=1,False,X_prior_composite,9,0.94880177198325788,0.31626725732775263
