season,date,home_team,away_team,result,ll_market,ll_dc,ll_e1a,gap_dc,gap_e1a,gap_rps_dc,favourite_p,favourite_bin,matchweek,matchweek_bucket,promoted_detail,market_pick,favourite_correct
2024-2025,2024-12-04,Aston Villa,Brentford,H,0.56047256365540443,0.8383633512025308,0.71563482721467131,0.27789078754712637,0.15516226355926688,0.1076467961407373,0.57093919497573509,0.50-0.60,14,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2023-03-04,Brighton,West Ham,H,0.56047256365540443,0.56717695318440187,0.4579815499023942,0.0067043895289974342,-0.10249101375301023,0.0046643198596068441,0.57093919497573509,0.50-0.60,26,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2024-10-05,Crystal Palace,Liverpool,A,0.56047256365540443,0.56594421011249041,0.67490015064743114,0.0054716464570859769,0.11442758699202671,-0.0012146115096433874,0.57093919497573509,0.50-0.60,7,MW 7-19,neither promoted,A,favourite delivered
2025-2026,2025-11-22,Bournemouth,West Ham,D,1.4697174365038217,1.6158245852543811,1.581710860911411,0.14610714875055941,0.1119934244075893,0.025919408514129855,0.57149145330496665,0.50-0.60,12,MW 7-19,neither promoted,H,favourite did not
2023-2024,2024-02-17,Brentford,Liverpool,A,0.55915739431052713,0.49668661949707266,0.49914664530817887,-0.062470774813454477,-0.060010749002348263,-0.018408461248065527,0.57169057068760476,0.50-0.60,25,MW 20-31,neither promoted,A,favourite delivered
2024-2025,2024-10-26,Brentford,Ipswich Town,H,0.55915739431052713,0.36438010178360569,0.46690817510946225,-0.19477729252692144,-0.09224921920106488,-0.05929366642704658,0.57169057068760476,0.50-0.60,9,MW 7-19,away promoted,H,favourite delivered
2023-2024,2023-12-15,Nottingham,Tottenham,A,0.55915739431052713,0.59684199119995707,0.6663378250181744,0.037684596889429933,0.10718043070764727,0.022965150981133067,0.57169057068760476,0.50-0.60,17,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2024-05-04,Sheffield United,Nottingham,A,0.55915739431052713,0.69271035395245117,0.74647657430095427,0.13355295964192404,0.18731917999042713,0.04837692773829004,0.57169057068760476,0.50-0.60,36,MW 32-38,home promoted,A,favourite delivered
2022-2023,2022-10-19,Newcastle,Everton,H,0.55875612744835224,0.48191446500864454,0.52418870965995501,-0.076841662439707692,-0.034567417788397226,-0.027608064052172782,0.57192001720060204,0.50-0.60,12,MW 7-19,neither promoted,H,favourite delivered
2024-2025,2024-12-29,Tottenham,Wolves,D,1.5231094977648891,1.7986629763877302,1.5636200553383897,0.27555347862284107,0.040510557573500527,0.054031053722569305,0.57217107871206463,0.50-0.60,19,MW 7-19,neither promoted,H,favourite did not
2023-2024,2023-12-09,Manchester Utd,Bournemouth,A,1.5616193525267648,1.7333619377319829,1.3527168552453008,0.17174258520521812,-0.20890249728146393,0.056130928699567706,0.57217107871206463,0.50-0.60,16,MW 7-19,neither promoted,H,favourite did not
2022-2023,2022-10-16,Leeds United,Arsenal,A,0.55790003115191955,0.48186507991164612,0.44002136049870394,-0.07603495124027343,-0.11787867065321561,-0.021377125821451723,0.5724098454493417,0.50-0.60,11,MW 7-19,neither promoted,A,favourite delivered
2022-2023,2022-08-22,Manchester Utd,Liverpool,H,1.6079163883201084,2.4476398306131117,1.6615850789776028,0.83972344229300333,0.053668690657494356,0.21498160914270825,0.57316057114948149,0.50-0.60,3,MW 1-6,neither promoted,A,favourite did not
2022-2023,2023-02-25,West Ham,Nottingham,H,0.5556709015768907,0.78032428288559463,0.82121508979358182,0.22465338130870394,0.26554418821669112,0.066163569824591817,0.57368724437978647,0.50-0.60,25,MW 20-31,away promoted,H,favourite delivered
2022-2023,2022-08-30,Southampton,Chelsea,H,1.6639834881741531,1.630513134118394,1.3400128616717466,-0.033470354055759044,-0.32397062650240649,-0.0019910800172434628,0.57388809182209466,0.50-0.60,5,MW 1-6,neither promoted,A,favourite did not
2022-2023,2022-09-03,Chelsea,West Ham,H,0.55532086365254196,0.63025052227720424,0.65284394711851856,0.074929658624662276,0.097523083465976601,0.02208880437747282,0.57388809182209466,0.50-0.60,6,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2023-12-27,Everton,Manchester City,A,0.55532086365254196,0.63313955286674717,0.7192805574942297,0.077818689214205206,0.16395969384168774,0.033399787453656765,0.57388809182209466,0.50-0.60,19,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2024-03-10,West Ham,Burnley,D,1.4408399368599434,1.6213425484699071,1.4316858967792681,0.18050261160996373,-0.0091540400806753297,0.037178006747653869,0.57388809182209466,0.50-0.60,28,MW 20-31,away promoted,H,favourite did not
2023-2024,2024-04-15,Chelsea,Everton,H,0.55532086365254196,0.67498693956792433,0.72955230686567607,0.11966607591538236,0.17423144321313411,0.039216016295395645,0.57388809182209466,0.50-0.60,33,MW 32-38,neither promoted,H,favourite delivered
2024-2025,2025-04-26,Southampton,Fulham,A,0.55532086365254196,0.34179059694748304,0.49012311519942975,-0.21353026670505892,-0.065197748453112214,-0.060923201616136638,0.57388809182209466,0.50-0.60,34,MW 32-38,home promoted,A,favourite delivered
2024-2025,2024-08-16,Manchester Utd,Fulham,H,0.55464176549676347,0.74071546927248788,0.73398977878108118,0.18607370377572441,0.17934801328431771,0.066344170431833938,0.57427795052805564,0.50-0.60,1,MW 1-6,neither promoted,H,favourite delivered
2025-2026,2025-11-02,West Ham,Newcastle,H,1.6113840693895864,1.6741248420661821,1.3008447250338098,0.062740772676595613,-0.31053934435577668,0.014575568157090768,0.57463815078850733,0.50-0.60,10,MW 7-19,neither promoted,A,favourite did not
2024-2025,2025-04-02,Newcastle,Brentford,H,0.55401473925552558,0.78542700138415567,0.73406870705637217,0.23141226212863009,0.18005396780084659,0.091255136125181782,0.57463815078850733,0.50-0.60,30,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2024-09-14,Crystal Palace,Leicester City,D,1.4125695029216878,1.3248460883102815,1.387738880875419,-0.087723414611406314,-0.024830622046268847,-0.011906270829967619,0.57558507273877291,0.50-0.60,4,MW 1-6,away promoted,H,favourite did not
2023-2024,2023-10-07,Burnley,Chelsea,A,0.55135043127341687,0.7294283188544155,0.61002502001419556,0.17807788758099863,0.058674588740778688,0.058607149543433976,0.57617120515810416,0.50-0.60,8,MW 7-19,home promoted,A,favourite delivered
2022-2023,2023-02-04,Newcastle,West Ham,D,1.3847780606019269,1.3759961094800071,1.3166402908997987,-0.0087819511219198176,-0.068137769702128148,0.040270686015124124,0.57663125948406668,0.50-0.60,22,MW 20-31,neither promoted,H,favourite did not
2023-2024,2023-09-16,Fulham,Luton Town,H,0.55004633691927207,0.16807511208411011,0.34355651295899786,-0.38197122483516199,-0.20648982396027421,-0.088291826290100656,0.57692307692307687,0.50-0.60,5,MW 1-6,away promoted,H,favourite delivered
2024-2025,2024-11-24,Ipswich Town,Manchester Utd,D,1.4597419421031836,1.2820133440226422,1.4113279387355937,-0.17772859808054142,-0.048414003367589942,-0.03711266451594572,0.57722089258059972,0.50-0.60,12,MW 7-19,home promoted,A,favourite did not
2022-2023,2022-08-27,Brighton,Leeds United,H,0.54880930837859732,0.53222559690119331,0.56100935905204119,-0.016583711477404006,0.012200050673443874,-0.0063725840603470058,0.5776371888323476,0.50-0.60,4,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2024-01-22,Brighton,Wolves,D,1.4514114185767513,1.5803782064908261,1.7137216338121006,0.12896678791407479,0.26231021523534936,-0.0021357126343888588,0.578368999421631,0.50-0.60,21,MW 20-31,neither promoted,H,favourite did not
2025-2026,2025-08-31,Nottingham,West Ham,A,1.6745549698909612,1.8683499709048177,1.2845680498957202,0.19379500101385649,-0.38998691999524104,0.075006882255592155,0.578368999421631,0.50-0.60,3,MW 1-6,neither promoted,H,favourite did not
2022-2023,2023-01-05,Chelsea,Manchester City,A,0.54754320670115342,0.63228102955214494,0.56657910506377862,0.084737822850991518,0.019035898362625203,0.027555369065486002,0.578368999421631,0.50-0.60,19,MW 7-19,neither promoted,A,favourite delivered
2024-2025,2024-09-01,Chelsea,Crystal Palace,D,1.512006185493693,1.5657027071457101,1.376138550582565,0.053696521652017104,-0.13586763491112808,-0.0042520172780270982,0.57855947341031522,0.50-0.60,3,MW 1-6,neither promoted,H,favourite did not
2025-2026,2026-03-14,West Ham,Manchester City,D,1.512006185493693,1.5319449434726957,1.4441550294589092,0.019938757979002686,-0.067851156034783866,0.031037871264408795,0.57855947341031522,0.50-0.60,30,MW 20-31,neither promoted,A,favourite did not
2022-2023,2022-10-08,Newcastle,Brentford,H,0.54626171172409943,0.71577169378060368,0.61633049019508246,0.16950998205650425,0.070068778470983029,0.052239862377017401,0.57911065149948293,0.50-0.60,10,MW 7-19,neither promoted,H,favourite delivered
2025-2026,2025-10-05,Brentford,Manchester City,A,0.54625082612628939,0.55823848789652353,0.71706308609510394,0.011987661770234137,0.17081225996881455,0.0064859563236802642,0.57911695549943398,0.50-0.60,7,MW 7-19,neither promoted,A,favourite delivered
2025-2026,2025-09-14,Manchester City,Manchester Utd,H,0.54625082612628939,0.47826923341377708,0.72084261648831738,-0.067981592712512307,0.17459179036202799,-0.021757007226760883,0.57911695549943398,0.50-0.60,4,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2024-03-10,Brighton,Nottingham,H,0.54625082612628939,0.61878431490254737,0.50194223299535623,0.072533488776257982,-0.04430859313093316,0.026993576991917012,0.57911695549943398,0.50-0.60,28,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2024-01-31,Liverpool,Chelsea,H,0.54625082612628939,0.3099946824573806,0.34681971595207783,-0.23625614366890879,-0.19943111017421156,-0.067037228691462197,0.57911695549943398,0.50-0.60,22,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2024-12-08,Leicester City,Brighton,D,1.4782932796205597,1.4128643301860035,1.3780542525463308,-0.065428949434556127,-0.10023902707422883,-0.037859820045133552,0.58043117744610273,0.50-0.60,15,MW 7-19,home promoted,A,favourite did not
2022-2023,2023-04-01,Manchester City,Liverpool,H,0.54398404224372598,0.49010787142822992,0.54242901855337555,-0.053876170815496061,-0.0015550236903504322,-0.013215766597682463,0.58043117744610284,0.50-0.60,29,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2025-01-18,Newcastle,Bournemouth,A,1.6526466667653372,1.4707244808379791,1.1961589337392136,-0.18192218592735809,-0.45648773302612367,-0.077127268282768169,0.58043117744610284,0.50-0.60,22,MW 20-31,neither promoted,H,favourite did not
2022-2023,2023-03-12,Newcastle,Wolves,H,0.54282488877223989,0.50814282096156838,0.52063786646051935,-0.034682067810671513,-0.022187022311720539,-0.014127009827757858,0.58110437635544676,0.50-0.60,27,MW 20-31,neither promoted,H,favourite delivered
2024-2025,2025-02-22,Bournemouth,Wolves,A,1.668825430191984,1.8565870784454215,1.4084106411093569,0.18776164825343744,-0.26041478908262716,0.062827258833162536,0.58169229896146635,0.50-0.60,26,MW 20-31,neither promoted,H,favourite did not
2023-2024,2023-09-24,Arsenal,Tottenham,D,1.5226632609226949,1.8010078220454844,1.6486720915595816,0.27834456112278949,0.12600883063688673,0.023533335704422814,0.58302694949414779,0.50-0.60,6,MW 1-6,neither promoted,H,favourite did not
2024-2025,2025-05-04,Brentford,Manchester Utd,H,0.53952186815258907,0.63877069002233222,0.99220367555118449,0.099248821869743153,0.45268180739859543,0.03086306024926537,0.58302694949414779,0.50-0.60,35,MW 32-38,neither promoted,H,favourite delivered
2025-2026,2026-01-31,Liverpool,Newcastle,H,0.53952186815258907,0.82866564017622468,0.85474781034985248,0.28914377202363561,0.31522594219726341,0.092325866933415726,0.58302694949414779,0.50-0.60,24,MW 20-31,neither promoted,H,favourite delivered
2023-2024,2024-02-04,Bournemouth,Nottingham,D,1.5421524000779718,1.4846184618815526,1.4327194900563966,-0.057533938196419276,-0.10943291002157518,-0.025266171718759806,0.58341862845445247,0.50-0.60,23,MW 20-31,neither promoted,H,favourite did not
2022-2023,2023-04-26,Manchester City,Arsenal,H,0.5385797472363445,0.43403914057896292,0.46248392638938141,-0.10454060665738157,-0.076095820846963091,-0.024016981041448587,0.58357649020425184,0.50-0.60,33,MW 32-38,neither promoted,H,favourite delivered
2022-2023,2023-05-28,Everton,Bournemouth,H,0.5385797472363445,0.72833118081610015,0.60877393808850033,0.18975143357975566,0.070194190852155836,0.069362800596079327,0.58357649020425184,0.50-0.60,38,MW 32-38,away promoted,H,favourite delivered
2023-2024,2023-08-12,Newcastle,Aston Villa,H,0.5385797472363445,0.66827412071378745,0.56732718815829741,0.12969437347744295,0.028747440921952916,0.045750714354277439,0.58357649020425184,0.50-0.60,1,MW 1-6,neither promoted,H,favourite delivered
2023-2024,2023-11-12,Aston Villa,Fulham,H,0.5385797472363445,0.40423493635019125,0.45189774402527466,-0.13434481088615324,-0.086682003211069836,-0.035746737476355095,0.58357649020425184,0.50-0.60,12,MW 7-19,neither promoted,H,favourite delivered
2023-2024,2023-10-28,Chelsea,Brentford,A,1.7143816745955842,1.0626452763862129,1.22825663587142,-0.65173639820937135,-0.48612503872416424,-0.21337622246383736,0.58357649020425184,0.50-0.60,10,MW 7-19,neither promoted,H,favourite did not
2022-2023,2023-01-18,Crystal Palace,Manchester Utd,D,1.4234733643616446,1.318574618560324,1.360462439946972,-0.10489874580132064,-0.063010924414672598,-0.027653156997901995,0.58394160583941612,0.50-0.60,7,MW 7-19,neither promoted,A,favourite did not
2022-2023,2022-10-09,West Ham,Fulham,H,0.5376399191098078,0.77723945114613568,0.70229034108680044,0.23959953203632789,0.16465042197699264,0.083985243171909113,0.58412520961430969,0.50-0.60,10,MW 7-19,away promoted,H,favourite delivered
2023-2024,2023-11-25,Brentford,Arsenal,A,0.5376399191098078,0.74090044908677566,0.74979061286350956,0.20326052997696786,0.21215069375370177,0.081929570228611526,0.58412520961430969,0.50-0.60,13,MW 7-19,neither promoted,A,favourite delivered
2023-2024,2024-02-24,Manchester Utd,Fulham,A,1.6457770627525219,1.4055200476914822,1.2100563706395036,-0.24025701506103969,-0.43572069211301834,-0.086046057212728233,0.58443223690426382,0.50-0.60,26,MW 20-31,neither promoted,H,favourite did not
2025-2026,2025-09-29,Everton,West Ham,D,1.4150028787919253,1.3900907633320048,1.3090003258849097,-0.024912115459920559,-0.10600255290701566,-0.0017506238296697008,0.58481923769016841,0.50-0.60,6,MW 1-6,neither promoted,H,favourite did not
2025-2026,2026-01-17,Nottingham,Arsenal,D,1.4150028787919253,1.3660998899501824,1.2471539618483369,-0.048902988841742934,-0.16784891694358839,0.015867377669558896,0.58481923769016853,0.50-0.60,22,MW 20-31,neither promoted,A,favourite did not
2023-2024,2023-12-06,Aston Villa,Manchester City,H,1.6633380353666156,1.0720555214213323,1.4106629997124964,-0.59128251394528331,-0.2526750356541192,-0.17839783030952661,0.58489304812834231,0.50-0.60,15,MW 7-19,neither promoted,A,favourite did not
2024-2025,2025-04-19,West Ham,Southampton,D,1.4889846482218381,1.5823864362642128,1.5306445497996302,0.093401788042374756,0.041659901577792091,0.035439269998468415,0.58489304812834231,0.50-0.60,33,MW 32-38,away promoted,H,favourite did not
2024-2025,2025-04-12,Manchester City,Crystal Palace,H,0.53632627217680806,0.73839224513525981,0.64862645107541983,0.20206597295845175,0.11230017889861177,0.067556966853504874,0.58489304812834231,0.50-0.60,32,MW 32-38,neither promoted,H,favourite delivered
2025-2026,2025-12-27,Nottingham,Manchester City,A,0.53632627217680806,0.44843221706460451,0.65194443801826762,-0.087894055112203551,0.11561816584145956,-0.027038041392738132,0.58489304812834231,0.50-0.60,18,MW 7-19,neither promoted,A,favourite delivered
2024-2025,2024-10-19,Manchester Utd,Brentford,H,0.53632627217680806,0.95309570398560328,0.68801638295510459,0.41676943180879522,0.15169011077829653,0.1381216956500198,0.58489304812834231,0.50-0.60,8,MW 7-19,neither promoted,H,favourite delivered
2022-2023,2023-05-20,Nottingham,Arsenal,H,1.6633380353666156,1.7507908573234676,1.398663116496877,0.087452821956852,-0.2646749188697386,0.067018570529954746,0.58489304812834231,0.50-0.60,37,MW 32-38,home promoted,A,favourite did not
2023-2024,2024-02-03,Sheffield United,Aston Villa,A,0.53632627217680806,0.38278536616772085,0.54652514588543111,-0.15354090600908721,0.010198873708623046,-0.044374270708943377,0.58489304812834231,0.50-0.60,23,MW 20-31,home promoted,A,favourite delivered
2025-2026,2025-12-02,Fulham,Manchester City,A,0.53632627217680806,0.63772474159335657,0.71449210850929357,0.10139846941654851,0.17816583633248551,0.032273423045048599,0.58489304812834231,0.50-0.60,14,MW 7-19,neither promoted,A,favourite delivered
2022-2023,2022-11-05,Leeds United,Bournemouth,H,0.53600592229628907,0.52696134211293622,0.69119724776520342,-0.0090445801833528572,0.15519132546891434,-0.0040664193442134233,0.58508044856167718,0.50-0.60,15,MW 7-19,away promoted,H,favourite delivered
2022-2023,2022-10-24,West Ham,Bournemouth,H,0.53600592229628907,0.44388067895955469,0.57411709619704743,-0.092125243336734386,0.038111173900758355,-0.032051438329713439,0.58508044856167718,0.50-0.60,13,MW 7-19,away promoted,H,favourite delivered
2022-2023,2023-02-11,Bournemouth,Newcastle,D,1.3879301668506341,1.5016494521256862,1.3250843667346019,0.11371928527505215,-0.062845800116032136,0.051496014972157722,0.58546126845475743,0.50-0.60,23,MW 20-31,home promoted,A,favourite did not
2025-2026,2026-03-03,Everton,Burnley,H,0.5353552493625866,0.58235264632809136,0.59982790485163262,0.046997396965504756,0.064472655489046016,0.012775179152885452,0.58546126845475743,0.50-0.60,29,MW 20-31,away promoted,H,favourite delivered
2022-2023,2023-01-01,Tottenham,Aston Villa,A,1.6922739180132496,1.9404079189452244,1.4058068651492797,0.2481340009319748,-0.2864670528639699,0.083268018077562345,0.58577405857740594,0.50-0.60,18,MW 7-19,neither promoted,H,favourite did not
2022-2023,2023-05-13,Leeds United,Newcastle,D,1.5299246698323496,1.8601196808378921,1.5585490139136795,0.33019501100554249,0.028624344081329856,0.063582391938911242,0.58604379478850566,0.50-0.60,36,MW 32-38,neither promoted,A,favourite did not
